#CHR	START	END	SAMPLE	RD	#SNPS	COV	ALPHA	BETA	BAF	CLUSTER	cn_normal	u_normal	cn_clone1	u_clone1
chr1	183000000	183250000	DCIS	1.03208	49	69	1359	2040	0.399823	6	1|1	0.457942	1|1	0.542058
chr1	183000000	183250000	INV	0.944458	34	59	803	1218	0.397328	6	1|1	0.62914	1|1	0.37086
chr1	183250000	183500000	DCIS	1.12315	3	49	61	86	0.414966	6	1|1	0.457942	2|1	0.542058
chr1	183250000	183500000	INV	0.947329	2	27	22	33	0.4	6	1|1	0.62914	2|1	0.37086
chr1	183500000	183750000	DCIS	1.07602	4	49	74	124	0.373737	6	1|1	0.457942	1|1	0.542058
chr1	183500000	183750000	INV	0.951588	2	52	42	62	0.403846	6	1|1	0.62914	1|1	0.37086
chr1	183750000	184000000	DCIS	1.03626	5	52	86	174	0.330769	6	1|1	0.457942	2|0	0.542058
chr1	183750000	184000000	INV	0.896123	4	33	49	85	0.365672	6	1|1	0.62914	2|0	0.37086
chr1	184500000	184750000	DCIS	1.05677	2	116	109	124	0.467811	6	1|1	0.457942	1|1	0.542058
chr1	184500000	184750000	INV	0.902347	2	53	49	58	0.457944	6	1|1	0.62914	1|1	0.37086
chr1	185000000	185250000	DCIS	1.11119	2	42	28	57	0.329412	6	1|1	0.457942	2|0	0.542058
chr1	185000000	185250000	INV	0.99036	1	8	4	4	0.5	6	1|1	0.62914	2|0	0.37086
chr1	185750000	186000000	DCIS	0.889512	5	64	128	192	0.4	6	1|1	0.457942	2|0	0.542058
chr1	185750000	186000000	INV	0.848846	3	81	84	159	0.345679	6	1|1	0.62914	2|0	0.37086
chr1	186000000	186250000	DCIS	0.891914	4	68	88	186	0.321168	6	1|1	0.457942	2|0	0.542058
chr1	186000000	186250000	INV	0.869675	3	32	36	62	0.367347	6	1|1	0.62914	2|0	0.37086
chr1	186250000	186500000	DCIS	1.02378	31	92	1124	1737	0.39287	6	1|1	0.457942	1|1	0.542058
chr1	186250000	186500000	INV	0.944352	20	60	477	736	0.39324	6	1|1	0.62914	1|1	0.37086
chr1	186500000	186750000	DCIS	0.918051	3	46	58	82	0.414286	6	1|1	0.457942	1|1	0.542058
chr1	186500000	186750000	INV	0.885198	3	18	26	29	0.472727	6	1|1	0.62914	1|1	0.37086
chr1	186750000	187000000	DCIS	0.904877	3	99	113	185	0.379195	6	1|1	0.457942	2|0	0.542058
chr1	186750000	187000000	INV	0.908428	2	79	34	124	0.21519	6	1|1	0.62914	2|0	0.37086
chr1	187500000	187750000	DCIS	0.935612	9	62	225	334	0.402504	6	1|1	0.457942	1|1	0.542058
chr1	187500000	187750000	INV	0.858241	7	61	178	253	0.412993	6	1|1	0.62914	1|1	0.37086
chr1	187750000	188000000	DCIS	0.680297	1	12	3	9	0.25	6	1|1	0.457942	1|1	0.542058
chr1	187750000	188000000	INV	0.810409	1	8	4	4	0.5	6	1|1	0.62914	1|1	0.37086
chr1	189750000	190000000	DCIS	0.866264	4	97	172	219	0.439898	6	1|1	0.457942	1|1	0.542058
chr1	189750000	190000000	INV	0.850086	3	105	130	185	0.412698	6	1|1	0.62914	1|1	0.37086
chr1	190750000	191000000	DCIS	0.752179	1	9	4	5	0.444444	6	1|1	0.457942	1|1	0.542058
chr1	190750000	191000000	INV	0.919054	1	8	4	4	0.5	6	1|1	0.62914	1|1	0.37086
chr1	191000000	191250000	DCIS	0.88729	1	9	2	7	0.222222	6	1|1	0.457942	2|0	0.542058
chr1	191000000	191250000	INV	1.00719	1	10	5	5	0.5	6	1|1	0.62914	2|0	0.37086
chr1	192000000	192250000	DCIS	0.889703	4	114	201	255	0.440789	6	1|1	0.457942	1|1	0.542058
chr1	192000000	192250000	INV	0.873002	3	86	99	159	0.383721	6	1|1	0.62914	1|1	0.37086
chr1	192500000	192750000	DCIS	1.0942	8	65	224	303	0.425047	6	1|1	0.457942	1|1	0.542058
chr1	192500000	192750000	INV	0.935214	4	42	79	91	0.464706	6	1|1	0.62914	1|1	0.37086
chr1	192750000	193000000	DCIS	0.988673	1	46	17	29	0.369565	6	1|1	0.457942	2|0	0.542058
chr1	192750000	193000000	INV	0.90249	1	50	13	37	0.26	6	1|1	0.62914	2|0	0.37086
chr1	193000000	193250000	DCIS	1.10094	2	45	36	54	0.4	6	1|1	0.457942	2|1	0.542058
chr1	193000000	193250000	INV	1.01044	1	10	4	6	0.4	6	1|1	0.62914	2|1	0.37086
chr1	193750000	194000000	DCIS	0.9718	3	111	142	191	0.426426	6	1|1	0.457942	1|1	0.542058
chr1	193750000	194000000	INV	0.922632	3	106	144	176	0.45	6	1|1	0.62914	1|1	0.37086
chr1	194000000	194250000	DCIS	0.870877	9	119	410	662	0.382463	6	1|1	0.457942	1|1	0.542058
chr1	194000000	194250000	INV	0.897352	8	94	318	440	0.419525	6	1|1	0.62914	1|1	0.37086
chr1	195500000	195750000	DCIS	0.881439	4	98	164	228	0.418367	6	1|1	0.457942	1|1	0.542058
chr1	195500000	195750000	INV	0.930062	3	99	128	170	0.42953	6	1|1	0.62914	1|1	0.37086
chr1	195750000	196000000	DCIS	0.83431	3	91	115	158	0.421245	6	1|1	0.457942	1|1	0.542058
chr1	195750000	196000000	INV	0.851237	1	189	72	117	0.380952	6	1|1	0.62914	1|1	0.37086
chr1	196250000	196500000	DCIS	0.857727	2	90	66	114	0.366667	6	1|1	0.457942	2|0	0.542058
chr1	196250000	196500000	INV	0.902607	2	55	41	69	0.372727	6	1|1	0.62914	2|0	0.37086
chr1	196500000	196750000	DCIS	0.897131	11	71	333	454	0.423126	6	1|1	0.457942	1|1	0.542058
chr1	196500000	196750000	INV	0.904429	6	82	192	301	0.389452	6	1|1	0.62914	1|1	0.37086
chr1	196750000	197000000	DCIS	0.92112	32	69	898	1339	0.40143	6	1|1	0.457942	1|1	0.542058
chr1	196750000	197000000	INV	0.908931	18	33	257	352	0.422003	6	1|1	0.62914	1|1	0.37086
chr1	197000000	197250000	DCIS	0.989934	5	98	213	279	0.432927	6	1|1	0.457942	1|1	0.542058
chr1	197000000	197250000	INV	0.889956	5	71	162	197	0.451253	6	1|1	0.62914	1|1	0.37086
chr1	197250000	197500000	DCIS	0.906448	3	73	89	130	0.406393	6	1|1	0.457942	1|1	0.542058
chr1	197250000	197500000	INV	0.837887	3	46	62	78	0.442857	6	1|1	0.62914	1|1	0.37086
chr1	197500000	197750000	DCIS	1.03772	5	105	206	321	0.390892	6	1|1	0.457942	2|0	0.542058
chr1	197500000	197750000	INV	0.959119	3	31	26	69	0.273684	6	1|1	0.62914	2|0	0.37086
chr1	197750000	198000000	DCIS	1.07995	3	56	60	110	0.352941	6	1|1	0.457942	2|0	0.542058
chr1	197750000	198000000	INV	0.973684	3	43	40	89	0.310078	6	1|1	0.62914	2|0	0.37086
chr1	198000000	198250000	DCIS	0.977987	2	55	41	69	0.372727	6	1|1	0.457942	1|1	0.542058
chr1	198000000	198250000	INV	0.935063	2	18	16	21	0.432432	6	1|1	0.62914	1|1	0.37086
chr1	198250000	198500000	DCIS	0.934055	1	73	25	48	0.342466	6	1|1	0.457942	2|0	0.542058
chr1	198250000	198500000	INV	0.846212	1	58	24	34	0.413793	6	1|1	0.62914	2|0	0.37086
chr1	198500000	198750000	DCIS	0.963253	21	92	794	1146	0.409278	6	1|1	0.457942	1|1	0.542058
chr1	198500000	198750000	INV	0.877992	13	66	366	498	0.423611	6	1|1	0.62914	1|1	0.37086
chr1	198750000	199000000	DCIS	1.01185	5	70	149	203	0.423295	6	1|1	0.457942	1|1	0.542058
chr1	198750000	199000000	INV	0.871453	3	45	63	73	0.463235	6	1|1	0.62914	1|1	0.37086
chr1	199500000	199750000	DCIS	0.955894	3	62	73	114	0.390374	6	1|1	0.457942	1|1	0.542058
chr1	199500000	199750000	INV	0.892015	3	34	48	56	0.461538	6	1|1	0.62914	1|1	0.37086
chr1	199750000	200000000	DCIS	0.99124	1	45	16	29	0.355556	6	1|1	0.457942	2|0	0.542058
chr1	199750000	200000000	INV	1.00526	1	32	11	21	0.34375	6	1|1	0.62914	2|0	0.37086
chr1	200000000	200250000	DCIS	1.06055	8	89	300	419	0.417246	6	1|1	0.457942	1|1	0.542058
chr1	200000000	200250000	INV	0.948247	8	60	201	284	0.414433	6	1|1	0.62914	1|1	0.37086
chr1	200250000	200500000	DCIS	1.1549	1	17	6	11	0.352941	6	1|1	0.457942	2|0	0.542058
chr1	200250000	200500000	INV	0.905591	1	14	3	11	0.214286	6	1|1	0.62914	2|0	0.37086
chr1	200500000	200750000	DCIS	1.17175	15	115	730	1005	0.420749	6	1|1	0.457942	2|1	0.542058
chr1	200500000	200750000	INV	1.07611	9	91	356	470	0.430993	6	1|1	0.62914	2|1	0.37086
chr1	200750000	201000000	DCIS	1.1287	27	69	725	1150	0.386667	6	1|1	0.457942	2|1	0.542058
chr1	200750000	201000000	INV	0.996539	21	41	371	496	0.427912	6	1|1	0.62914	2|1	0.37086
chr1	201000000	201250000	DCIS	1.16921	23	54	471	771	0.379227	6	1|1	0.457942	2|1	0.542058
chr1	201000000	201250000	INV	0.994263	15	38	244	332	0.423611	6	1|1	0.62914	2|1	0.37086
chr1	201250000	201500000	DCIS	1.15202	26	68	679	1097	0.38232	6	1|1	0.457942	2|1	0.542058
chr1	201250000	201500000	INV	0.971632	24	49	491	707	0.40985	6	1|1	0.62914	2|1	0.37086
chr1	201750000	202000000	DCIS	1.23428	11	73	352	461	0.432964	6	1|1	0.457942	2|1	0.542058
chr1	201750000	202000000	INV	1.04598	8	64	189	326	0.36699	6	1|1	0.62914	2|1	0.37086
chr1	202000000	202250000	DCIS	1.27964	9	71	256	388	0.397516	6	1|1	0.457942	2|1	0.542058
chr1	202000000	202250000	INV	1.01267	6	59	123	236	0.342618	6	1|1	0.62914	2|1	0.37086
chr1	202250000	202500000	DCIS	1.11409	18	55	409	590	0.409409	6	1|1	0.457942	2|1	0.542058
chr1	202250000	202500000	INV	0.95847	16	44	275	433	0.388418	6	1|1	0.62914	2|1	0.37086
chr1	202500000	202750000	DCIS	1.13654	11	54	230	368	0.384615	6	1|1	0.457942	2|1	0.542058
chr1	202500000	202750000	INV	1.0033	7	39	103	174	0.371841	6	1|1	0.62914	2|1	0.37086
chr1	202750000	203000000	DCIS	1.20898	16	57	367	548	0.401093	6	1|1	0.457942	2|1	0.542058
chr1	202750000	203000000	INV	0.965464	9	51	190	273	0.410367	6	1|1	0.62914	2|1	0.37086
chr1	203000000	203250000	DCIS	1.1351	9	61	221	330	0.401089	6	1|1	0.457942	1|1	0.542058
chr1	203000000	203250000	INV	0.89308	6	54	130	196	0.398773	6	1|1	0.62914	1|1	0.37086
chr1	203250000	203500000	DCIS	1.19984	3	35	44	63	0.411215	6	1|1	0.457942	2|1	0.542058
chr1	203250000	203500000	INV	0.890277	1	47	20	27	0.425532	6	1|1	0.62914	2|1	0.37086
chr1	203500000	203750000	DCIS	1.27691	6	88	220	310	0.415094	6	1|1	0.457942	2|1	0.542058
chr1	203500000	203750000	INV	1.0676	5	64	133	189	0.413043	6	1|1	0.62914	2|1	0.37086
chr1	203750000	204000000	DCIS	1.21694	7	74	209	310	0.402697	6	1|1	0.457942	2|1	0.542058
chr1	203750000	204000000	INV	1.11037	4	87	129	220	0.369628	6	1|1	0.62914	2|1	0.37086
chr1	204000000	204250000	DCIS	1.19413	22	51	426	707	0.375993	6	1|1	0.457942	2|1	0.542058
chr1	204000000	204250000	INV	0.946812	19	38	269	466	0.365986	6	1|1	0.62914	2|1	0.37086
chr1	204250000	204500000	DCIS	1.26153	2	22	10	34	0.227273	6	1|1	0.457942	2|0	0.542058
chr1	204250000	204500000	INV	0.979018	2	16	9	23	0.28125	6	1|1	0.62914	2|0	0.37086
chr1	204500000	204750000	DCIS	1.1527	1	52	23	29	0.442308	6	1|1	0.457942	2|1	0.542058
chr1	204500000	204750000	INV	1.05231	1	52	25	27	0.480769	6	1|1	0.62914	2|1	0.37086
chr1	204750000	205000000	DCIS	1.08444	13	47	238	384	0.382637	6	1|1	0.457942	1|1	0.542058
chr1	204750000	205000000	INV	0.892422	9	43	161	230	0.411765	6	1|1	0.62914	1|1	0.37086
chr1	205000000	205250000	DCIS	1.16918	24	52	491	769	0.389683	6	1|1	0.457942	2|1	0.542058
chr1	205000000	205250000	INV	1.0021	16	34	214	343	0.384201	6	1|1	0.62914	2|1	0.37086
chr1	205250000	205500000	DCIS	1.16753	13	83	452	637	0.41506	6	1|1	0.457942	2|1	0.542058
chr1	205250000	205500000	INV	0.948552	10	48	215	267	0.446058	6	1|1	0.62914	2|1	0.37086
chr1	205500000	205750000	DCIS	1.21263	7	82	229	351	0.394828	6	1|1	0.457942	2|1	0.542058
chr1	205500000	205750000	INV	1.0209	6	67	166	241	0.407862	6	1|1	0.62914	2|1	0.37086
chr1	205750000	206000000	DCIS	1.15713	11	62	271	419	0.392754	6	1|1	0.457942	2|1	0.542058
chr1	205750000	206000000	INV	0.959982	7	60	184	242	0.431925	6	1|1	0.62914	2|1	0.37086
chr1	206000000	206250000	DCIS	1.32836	1	47	12	35	0.255319	6	1|1	0.457942	2|0	0.542058
chr1	206000000	206250000	INV	0.942811	1	13	4	9	0.307692	6	1|1	0.62914	2|0	0.37086
chr1	206500000	206750000	DCIS	1.22114	16	69	451	665	0.404122	6	1|1	0.457942	2|1	0.542058
chr1	206500000	206750000	INV	0.946984	11	60	283	383	0.424925	6	1|1	0.62914	2|1	0.37086
chr1	206750000	207000000	DCIS	1.22223	10	76	287	478	0.375163	6	1|1	0.457942	2|1	0.542058
chr1	206750000	207000000	INV	0.955653	6	62	162	212	0.433155	6	1|1	0.62914	2|1	0.37086
chr1	207000000	207250000	DCIS	1.22323	5	115	229	346	0.398261	6	1|1	0.457942	2|1	0.542058
chr1	207000000	207250000	INV	0.919985	4	72	128	162	0.441379	6	1|1	0.62914	2|1	0.37086
chr1	207250000	207500000	DCIS	1.07667	11	89	387	597	0.393293	6	1|1	0.457942	1|1	0.542058
chr1	207250000	207500000	INV	0.934316	7	104	299	433	0.40847	6	1|1	0.62914	1|1	0.37086
chr1	207500000	207750000	DCIS	1.0199	6	69	164	250	0.396135	6	1|1	0.457942	1|1	0.542058
chr1	207500000	207750000	INV	0.925967	3	98	129	165	0.438776	6	1|1	0.62914	1|1	0.37086
chr1	207750000	208000000	DCIS	1.09673	11	73	341	472	0.419434	6	1|1	0.457942	2|1	0.542058
chr1	207750000	208000000	INV	0.941351	6	72	204	228	0.472222	6	1|1	0.62914	2|1	0.37086
chr1	208000000	208250000	DCIS	1.04344	11	44	178	306	0.367769	6	1|1	0.457942	1|1	0.542058
chr1	208000000	208250000	INV	0.860045	4	53	83	132	0.386047	6	1|1	0.62914	1|1	0.37086
chr1	208250000	208500000	DCIS	1.02701	8	50	147	256	0.364764	6	1|1	0.457942	1|1	0.542058
chr1	208250000	208500000	INV	0.911409	6	41	97	150	0.392713	6	1|1	0.62914	1|1	0.37086
chr1	209250000	209500000	DCIS	0.909577	1	154	67	87	0.435065	6	1|1	0.457942	1|1	0.542058
chr1	209250000	209500000	INV	0.91569	1	125	51	74	0.408	6	1|1	0.62914	1|1	0.37086
chr1	209750000	210000000	DCIS	1.17464	23	71	663	978	0.404022	6	1|1	0.457942	2|1	0.542058
chr1	209750000	210000000	INV	0.913668	19	42	325	475	0.40625	6	1|1	0.62914	2|1	0.37086
chr1	210250000	210500000	DCIS	1.01037	1	50	23	27	0.46	6	1|1	0.457942	1|1	0.542058
chr1	210250000	210500000	INV	0.971672	1	16	7	9	0.4375	6	1|1	0.62914	1|1	0.37086
chr1	210500000	210750000	DCIS	1.1881	1	136	52	84	0.382353	6	1|1	0.457942	2|1	0.542058
chr1	210500000	210750000	INV	1.02649	1	92	45	47	0.48913	6	1|1	0.62914	2|1	0.37086
chr1	210750000	211000000	DCIS	0.966894	3	35	42	64	0.396226	6	1|1	0.457942	1|1	0.542058
chr1	210750000	211000000	INV	0.915421	2	25	20	30	0.4	6	1|1	0.62914	1|1	0.37086
chr1	211000000	211250000	DCIS	0.964435	3	153	181	280	0.392625	6	1|1	0.457942	1|1	0.542058
chr1	211000000	211250000	INV	0.889623	2	151	118	185	0.389439	6	1|1	0.62914	1|1	0.37086
chr1	211250000	211500000	DCIS	1.18103	8	111	372	517	0.418448	6	1|1	0.457942	2|1	0.542058
chr1	211250000	211500000	INV	1.0403	8	95	313	450	0.410223	6	1|1	0.62914	2|1	0.37086
chr1	211500000	211750000	DCIS	1.42345	6	66	107	289	0.270202	6	1|1	0.457942	3|1	0.542058
chr1	211500000	211750000	INV	1.14578	4	51	67	140	0.323671	6	1|1	0.62914	3|1	0.37086
chr1	211750000	212000000	DCIS	1.26354	2	101	86	116	0.425743	6	1|1	0.457942	2|1	0.542058
chr1	211750000	212000000	INV	1.12039	2	43	30	57	0.344828	6	1|1	0.62914	2|1	0.37086
chr1	212000000	212250000	DCIS	1.14952	5	94	186	288	0.392405	6	1|1	0.457942	2|1	0.542058
chr1	212000000	212250000	INV	0.999566	4	56	92	134	0.40708	6	1|1	0.62914	2|1	0.37086
chr1	212500000	212750000	DCIS	1.16026	9	84	320	442	0.419948	6	1|1	0.457942	2|1	0.542058
chr1	212500000	212750000	INV	1.06832	6	88	209	322	0.393597	6	1|1	0.62914	2|1	0.37086
chr1	212750000	213000000	DCIS	1.19362	12	60	283	445	0.388736	6	1|1	0.457942	2|1	0.542058
chr1	212750000	213000000	INV	1.09908	9	40	151	214	0.413699	6	1|1	0.62914	2|1	0.37086
chr1	213000000	213250000	DCIS	1.16934	12	89	487	589	0.452602	6	1|1	0.457942	2|1	0.542058
chr1	213000000	213250000	INV	1.07668	6	99	245	351	0.411074	6	1|1	0.62914	2|1	0.37086
chr1	214250000	214500000	DCIS	0.961626	3	54	69	95	0.420732	6	1|1	0.457942	1|1	0.542058
chr1	214250000	214500000	INV	0.99429	1	13	6	7	0.461538	6	1|1	0.62914	1|1	0.37086
chr1	214500000	214750000	DCIS	1.04969	5	60	135	169	0.444079	6	1|1	0.457942	1|1	0.542058
chr1	214500000	214750000	INV	0.942952	4	24	42	55	0.43299	6	1|1	0.62914	1|1	0.37086
chr1	214750000	215000000	DCIS	1.05194	14	111	618	949	0.394384	6	1|1	0.457942	2|1	0.542058
chr1	214750000	215000000	INV	0.983099	11	95	433	620	0.411206	6	1|1	0.62914	2|1	0.37086
chr1	215250000	215500000	DCIS	0.980198	2	108	102	115	0.470046	6	1|1	0.457942	1|1	0.542058
chr1	215250000	215500000	INV	0.952661	1	99	42	57	0.424242	6	1|1	0.62914	1|1	0.37086
chr1	215500000	215750000	DCIS	1.00325	1	15	7	8	0.466667	6	1|1	0.457942	1|1	0.542058
chr1	215500000	215750000	INV	0.931695	1	18	8	10	0.444444	6	1|1	0.62914	1|1	0.37086
chr1	215750000	216000000	DCIS	0.947884	14	106	619	878	0.413494	6	1|1	0.457942	1|1	0.542058
chr1	215750000	216000000	INV	0.958209	12	92	468	646	0.420108	6	1|1	0.62914	1|1	0.37086
chr1	216000000	216250000	DCIS	0.85132	5	78	146	247	0.371501	6	1|1	0.457942	2|0	0.542058
chr1	216000000	216250000	INV	0.874329	3	141	174	251	0.409412	6	1|1	0.62914	2|0	0.37086
chr1	216250000	216500000	DCIS	0.866796	8	96	289	482	0.374838	6	1|1	0.457942	1|1	0.542058
chr1	216250000	216500000	INV	0.838771	5	117	253	336	0.429542	6	1|1	0.62914	1|1	0.37086
chr1	216500000	216750000	DCIS	0.96124	5	150	327	424	0.435419	6	1|1	0.457942	1|1	0.542058
chr1	216500000	216750000	INV	0.92544	4	112	175	276	0.388027	6	1|1	0.62914	1|1	0.37086
chr1	217500000	217750000	DCIS	1.10321	1	74	26	48	0.351351	6	1|1	0.457942	2|1	0.542058
chr1	217500000	217750000	INV	0.954741	1	16	7	9	0.4375	6	1|1	0.62914	2|1	0.37086
chr1	217750000	218000000	DCIS	0.980968	2	61	46	76	0.377049	6	1|1	0.457942	2|0	0.542058
chr1	217750000	218000000	INV	0.968137	2	11	7	15	0.318182	6	1|1	0.62914	2|0	0.37086
chr1	218000000	218250000	DCIS	0.922778	1	136	53	83	0.389706	6	1|1	0.457942	1|1	0.542058
chr1	218000000	218250000	INV	0.958154	1	148	62	86	0.418919	6	1|1	0.62914	1|1	0.37086
chr1	218500000	218750000	DCIS	1.01756	1	26	13	13	0.5	6	1|1	0.457942	2|0	0.542058
chr1	218500000	218750000	INV	1.03916	1	8	2	6	0.25	6	1|1	0.62914	2|0	0.37086
chr1	219250000	219500000	DCIS	0.995024	1	53	23	30	0.433962	6	1|1	0.457942	1|1	0.542058
chr1	219250000	219500000	INV	0.951142	1	58	22	36	0.37931	6	1|1	0.62914	1|1	0.37086
chr1	220000000	220250000	DCIS	1.10488	25	66	675	991	0.405162	6	1|1	0.457942	2|1	0.542058
chr1	220000000	220250000	INV	1.07039	17	27	183	276	0.398693	6	1|1	0.62914	2|1	0.37086
chr1	220250000	220500000	DCIS	1.07279	16	70	458	662	0.408929	6	1|1	0.457942	2|1	0.542058
chr1	220250000	220500000	INV	1.02812	12	50	248	357	0.409917	6	1|1	0.62914	2|1	0.37086
chr1	220750000	221000000	DCIS	1.02495	5	74	157	217	0.419786	6	1|1	0.457942	1|1	0.542058
chr1	220750000	221000000	INV	0.971054	4	98	177	218	0.448101	6	1|1	0.62914	1|1	0.37086
chr1	221000000	221250000	DCIS	1.08199	4	71	120	164	0.422535	6	1|1	0.457942	2|1	0.542058
chr1	221000000	221250000	INV	0.954677	4	50	86	114	0.43	6	1|1	0.62914	2|1	0.37086
chr1	221500000	221750000	DCIS	0.88023	1	157	74	83	0.471338	6	1|1	0.457942	1|1	0.542058
chr1	221500000	221750000	INV	0.922457	1	179	83	96	0.463687	6	1|1	0.62914	1|1	0.37086
chr1	221750000	222000000	DCIS	1.17377	2	105	93	117	0.442857	6	1|1	0.457942	2|1	0.542058
chr1	221750000	222000000	INV	0.911521	2	72	52	92	0.361111	6	1|1	0.62914	2|1	0.37086
chr1	222500000	222750000	DCIS	1.04185	9	71	272	374	0.421053	6	1|1	0.457942	2|1	0.542058
chr1	222500000	222750000	INV	1.00709	8	65	204	317	0.391555	6	1|1	0.62914	2|1	0.37086
chr1	222750000	223000000	DCIS	1.0944	12	82	367	622	0.371082	6	1|1	0.457942	2|1	0.542058
chr1	222750000	223000000	INV	1.00327	8	68	235	310	0.431193	6	1|1	0.62914	2|1	0.37086
chr1	223000000	223250000	DCIS	1.03531	1	106	33	73	0.311321	6	1|1	0.457942	2|0	0.542058
chr1	223000000	223250000	INV	0.926036	1	120	23	97	0.191667	6	1|1	0.62914	2|0	0.37086
chr1	223250000	223500000	DCIS	1.02998	3	61	79	105	0.429348	6	1|1	0.457942	2|0	0.542058
chr1	223250000	223500000	INV	0.99241	3	41	40	84	0.322581	6	1|1	0.62914	2|0	0.37086
chr1	223500000	223750000	DCIS	1.04229	1	53	18	35	0.339623	6	1|1	0.457942	2|0	0.542058
chr1	223500000	223750000	INV	1.00046	1	36	15	21	0.416667	6	1|1	0.62914	2|0	0.37086
chr1	223750000	224000000	DCIS	1.22135	16	80	515	776	0.398916	6	1|1	0.457942	2|1	0.542058
chr1	223750000	224000000	INV	1.05071	14	69	379	588	0.391934	6	1|1	0.62914	2|1	0.37086
chr1	224000000	224250000	DCIS	1.31925	16	62	387	610	0.388164	6	1|1	0.457942	2|1	0.542058
chr1	224000000	224250000	INV	1.09265	12	57	297	391	0.431686	6	1|1	0.62914	2|1	0.37086
chr1	224250000	224500000	DCIS	1.33313	7	72	214	293	0.422091	6	1|1	0.457942	2|2	0.542058
chr1	224250000	224500000	INV	1.22387	4	35	63	77	0.45	6	1|1	0.62914	2|2	0.37086
chr1	224500000	224750000	DCIS	1.40136	2	69	65	74	0.467626	6	1|1	0.457942	2|2	0.542058
chr1	224500000	224750000	INV	1.2723	2	40	34	46	0.425	6	1|1	0.62914	2|2	0.37086
chr1	225000000	225250000	DCIS	0.971989	5	58	110	180	0.37931	6	1|1	0.457942	2|0	0.542058
chr1	225000000	225250000	INV	1.01339	4	25	32	69	0.316832	6	1|1	0.62914	2|0	0.37086
chr1	225250000	225500000	DCIS	1.00992	8	120	392	570	0.407484	6	1|1	0.457942	2|1	0.542058
chr1	225250000	225500000	INV	1.01556	5	126	265	368	0.418641	6	1|1	0.62914	2|1	0.37086
chr1	225500000	225750000	DCIS	1.08669	23	106	963	1494	0.391941	6	1|1	0.457942	2|1	0.542058
chr1	225500000	225750000	INV	1.03027	17	80	579	787	0.423865	6	1|1	0.62914	2|1	0.37086
chr1	225750000	226000000	DCIS	1.28743	2	55	45	65	0.409091	6	1|1	0.457942	2|1	0.542058
chr1	225750000	226000000	INV	1.04491	2	12	11	13	0.458333	6	1|1	0.62914	2|1	0.37086
chr1	226000000	226250000	DCIS	1.30137	7	46	123	201	0.37963	6	1|1	0.457942	2|1	0.542058
chr1	226000000	226250000	INV	1.01213	5	39	89	106	0.45641	6	1|1	0.62914	2|1	0.37086
chr1	226250000	226500000	DCIS	1.29312	10	76	260	506	0.339426	6	1|1	0.457942	2|1	0.542058
chr1	226250000	226500000	INV	1.13855	4	59	91	145	0.385593	6	1|1	0.62914	2|1	0.37086
chr1	226500000	226750000	DCIS	1.13203	6	49	117	182	0.391304	6	1|1	0.457942	2|1	0.542058
chr1	226500000	226750000	INV	0.983888	4	33	54	81	0.4	6	1|1	0.62914	2|1	0.37086
chr1	226750000	227000000	DCIS	1.18611	3	54	64	100	0.390244	6	1|1	0.457942	2|1	0.542058
chr1	226750000	227000000	INV	0.925235	3	37	49	64	0.433628	6	1|1	0.62914	2|1	0.37086
chr1	227000000	227250000	DCIS	1.07009	1	74	34	40	0.459459	6	1|1	0.457942	1|1	0.542058
chr1	227000000	227250000	INV	0.955713	1	23	9	14	0.391304	6	1|1	0.62914	1|1	0.37086
chr1	227500000	227750000	DCIS	0.98593	13	68	362	527	0.407199	6	1|1	0.457942	1|1	0.542058
chr1	227500000	227750000	INV	0.958322	8	78	254	377	0.402536	6	1|1	0.62914	1|1	0.37086
chr1	227750000	228000000	DCIS	0.980701	8	24	76	121	0.385787	6	1|1	0.457942	1|1	0.542058
chr1	227750000	228000000	INV	0.969331	4	16	29	36	0.446154	6	1|1	0.62914	1|1	0.37086
chr1	228000000	228250000	DCIS	1.15899	4	34	57	80	0.416058	6	1|1	0.457942	2|1	0.542058
chr1	228000000	228250000	INV	0.932128	3	24	34	39	0.465753	6	1|1	0.62914	2|1	0.37086
chr1	228250000	228500000	DCIS	1.06751	32	56	691	1125	0.380507	6	1|1	0.457942	1|1	0.542058
chr1	228250000	228500000	INV	0.893051	24	48	478	693	0.408198	6	1|1	0.62914	1|1	0.37086
chr1	228500000	228750000	DCIS	1.15087	29	32	386	558	0.408898	6	1|1	0.457942	2|1	0.542058
chr1	228500000	228750000	INV	0.895702	23	28	278	382	0.421212	6	1|1	0.62914	2|1	0.37086
chr1	229000000	229250000	DCIS	0.97188	2	78	61	96	0.388535	6	1|1	0.457942	2|0	0.542058
chr1	229000000	229250000	INV	0.995782	1	100	30	70	0.3	6	1|1	0.62914	2|0	0.37086
chr1	229250000	229500000	DCIS	1.13105	4	89	155	204	0.431755	6	1|1	0.457942	2|1	0.542058
chr1	229250000	229500000	INV	1.04699	3	74	106	117	0.475336	6	1|1	0.62914	2|1	0.37086
chr1	229500000	229750000	DCIS	1.15479	6	85	213	299	0.416016	6	1|1	0.457942	2|1	0.542058
chr1	229500000	229750000	INV	1.07329	6	42	97	157	0.38189	6	1|1	0.62914	2|1	0.37086
chr1	229750000	230000000	DCIS	1.1257	11	95	428	627	0.405687	6	1|1	0.457942	2|1	0.542058
chr1	229750000	230000000	INV	0.9936	8	62	213	283	0.429435	6	1|1	0.62914	2|1	0.37086
